message_id,label,catCode,plaintext,lang,translation,label_llama,tweet_lang
1.57E+18,anti-immigration,2,"@maruvilla Eso viene en camino, cuando saquen la lista larga de restricciones migratorias que no se quejen.",es,"That's coming, when they pull out the long list of migration restrictions that no one complains about.",neutral,es
1.53E+18,neutral,3,ETI propone acciones contra el problema de explotación laboral de los marineros migrantes en Reino Unido https://t.co/7aRLfP8YY3,es,The European Trade Union Institute (ETI) proposes actions against the problem of labor exploitation of migrant seafarers in the UK.,pro-immigration,es
1.57E+18,unrelated,4,"@vozvenezolana @colominaM Quien quiera entender mejor lo que ocurre en la economía venezolana puede indagar sobre lo que ha venido ocurriendo en Cuba desde la caída del muro de Berlín, en 1989. Hay muchas similitudes: miseria, escasez, emigración, corrupción y la desvalorización de la moneda local.",es,"Whoever wants to better understand what's happening in Venezuela's economy can look into what has been happening in Cuba since the fall of the Berlin Wall in 1989. There are many similarities: poverty, scarcity, emigration, corruption, and devaluation of the local currency.",neutral,es
1.58E+18,unrelated,4,"Cómo le van a explicar a la militancia las directivas conservadoras y los congresistas su silencio ante las invasiones a la propiedad privada, uno de los derechos que hacen parte fundamental del acervo doctrinario del Partido?",es,"How are they going to explain to the militia about conservative directives and congressmen's silence on private property invasions, one of the fundamental rights that make up the Party's doctrinal heritage?",unrelated,es
1.50E+18,pro-immigration,1,@luisanaperez46 #Biden ha cumplido su promesa de abrir servicios consulares en #LaHabana! En 2017 el expresidente los cerró dejando abandonados a miles de familiares cubanos que estaban pidiendo la reunificación con su familia. Pronto comenzarán a procesar las visas de inmigrantes en Cuba,es,"US President Biden has fulfilled his promise to reopen consular services in Havana! In 2017, the former president closed them, leaving thousands of Cuban families abandoned who were seeking reunification with their family. Soon they will begin processing visas for immigrants in Cuba.",pro-immigration,es
1.49E+18,neutral,3,"🔴#COLCHANE| Pese al #EstadoDeExcepcion, cientos de migrantes cruzan la frontera entre Chile y Bolivia con la esperanza de encontrar un mejor futuro en nuestro país.  📸: Rodrigo Martínez https://t.co/N1LUcneG7J",es,"Red flags are being raised about the treatment of migrants in Chile, with many crossing the border from Bolivia in search of a better life.",pro-immigration,es
1.52E+18,unrelated,4,"Departamento de Seguridad Nacional de Estados Unidos, tal como la Oficina de Aduanas y Protección Fronteriza y el Servicio de Ciudadanía e Inmigración de Estados Unidos, como también otras agencias federales como el Departamento de Estado y el Departamento de Trabajo. . https://t.co/rfp2hse4Wc",es,"Department of National Security of the United States, such as the Office of Customs and Border Protection and the Citizenship and Immigration Service of the United States, as well as other federal agencies such as the Department of State and the Department of Labor. https://t.co/rfp2hse4Wc",neutral,es
1.57E+18,pro-immigration,1,"@Miotroyo2parte @CariocoMiki Ok, ahora mirate los flujos migratorios...el PIB y la balanzas fiscales, si es que llegas hasta ahí (régimen Floral aparte, claro) CRACK!! Ni izquierdas ni derechas, por lo que refiere a las ""comunidades"" que citas, España es una, porque sin ellas España es Zero.",es,"@Miotroyo2parte @CariocoMiki Okay, now look at the migratory flows...the GDP and fiscal balances, if you make it that far (excluding the Floral regime, of course) CRACK!! Neither left nor right, as it pertains to the ""communities"" you mentioned, Spain is one because without them Spain is Zero.",neutral,es
1.48E+18,neutral,3,@Foro_TV Migrantes haitianos solicitan solución a sus documentos tienes cerrado el acceso a las instalaciones de la @comar_sg,es,"Haitian migrants at @Foro_TV are asking for a solution to their document issues, as @comar_sg has closed access to its facilities.",pro-immigration,es
1.61E+18,anti-immigration,2,"@GalekNaughty @Diego_Fer2319 @trunksRM Que ídolo español tuvo ese club de mierda.....? Idolo de verdad, no grandes jugadores. Todos tus Ídolos son Inmigrantes, son extranjeros. Pena es ser español del Real Madrid y no tener un Ídolo Nacional, toma una foto para tu idolo https://t.co/RENvnCKodI",es,"Who is your Spanish idol?... Your real idols are all immigrants, foreigners. It's a shame to be a Real Madrid Spanish player and not have a national idol, take a photo for your idol https://t.co/RENvnCKodI",anti-immigration,es
1.51E+18,neutral,3,"Entendamos algo aquí hay muuuuuchhaaa gente que son hijos de inmigrantes, siempre he oído gente decir yo soy hijo de tal o soy hijo del otro país, en el fondo ha existido un espíritu de no pertenencia. Lo que han hecho muchos es irse a esos países o seguir con la inmigración al 3",es,"Let's understand something here, there is much people who are children of immigrants, I have always heard people say 'I am son of such' or 'I am son of another country', in the end there has been a spirit of not belonging. What many have done is to go to those countries or continue with immigration at 3",pro-immigration,es
1.53E+18,unrelated,4,@Cryptommigrant que ficty bro solo le editaron la cabeza por joder como metes acá una enfermedad?,es,"Cryptocurrency migrant, what a weird thing to do, bro. They just edited your head for crying out loud, how did you end up here with an illness?",unrelated,es
1.57E+18,pro-immigration,1,¡Gran gesto de la Pastora Zoila en Samaná ofreciendo su hogar como refugio! #DespiertaconCDN #FionaRD https://t.co/yGN5dqASi9,es,Great gesture by Pastor Zoila in Samaná offering her home as a refuge! #WakeUpCDN #FionaRD https://t.co/yGN5dqASi9,pro-immigration,es
1.52E+18,unrelated,4,"Excelente y provechoso encuentro en la @Gobatlantico de las Secretarías de Interior, Salud y Mujer con delegados de @MinInterior para revisar los avances de nuestra CASA REFUGIO en el Atlántico. @mujeratlantico @interior_atlant @salud_atlantico #CasaRefugio #AtlánticoParaLaGente https://t.co/ZxjYIC7kdL",es,"Excellent and profitable meeting at the @Gobatlantico of the Interior, Health, and Women's Secretaries with Interior Ministry delegates to review progress on our REFUGIO HOUSE in the Atlantic. The Atlantic for the People. @mujeratlantico @interior_atlant @salud_atlantico #CasaRefugio #AtlánticoParaLaGente https://t.co/ZxjYIC7kdL",unrelated,es
1.59E+18,pro-immigration,1,La gente no tiene memoria USA estará encantada de recibir la inmigración que le irá,es,"The people do not have memory, USA will be delighted to receive the immigration that is coming.",pro-immigration,es
1.50E+18,unrelated,4,"Paga moya?  No pues, que pague el responsable del área, #alvarobellolio de @MigracionesCL #extranjeria",es,"Who is paying?  No, because he who is responsible for that area will pay, #AlvaroBellolio of @MigracionesCL #immigration",unrelated,es
1.58E+18,neutral,3,Muy merecida designación de @PaulaGaviriaB como Relatora Especial sobre los DDHH de los desplazados internos. Importante contribución de Colombia al mundo. Muchos éxitos.,es,Paula Gaviria B is highly deserving of her designation as Special Rapporteur on the Human Rights of Internally Displaced Persons. Important contribution to Colombia and the world. Many congratulations.,pro-immigration,es
1.52E+18,unrelated,4,@iritas1117 @jrdevices @Caro_isa_V @DiaztabitaE @javierparot27 @solponst @claudiachile201 @RefugioCaridad @ossabulliciosa @jrr7878 @PablitoK360 @XimenaAG70 @cirio17 Rarísimo! Aquí se pelotean el jurel y el pollo! La doc me dice q estando débiles lo mejor es darle carne molida cruda previamente congelada.,es,"Someone is teasing about the jurel and pollo, but my teacher told me that when they're weak, it's best to give them raw, previously frozen ground meat.",unrelated,es
1.58E+18,unrelated,4,"Inicia charla sobre visa U y Violence Against Women Act (VAWA) con Pedro Rodríguez de Big Force Academy y Camila Pachón, abogada de migración del programa PALE. #SALE2022 https://t.co/TrTauBu56C",es,"Discussion on U visa and Violence Against Women Act (VAWA) with Pedro Rodríguez from Big Force Academy and Camila Pachón, immigration lawyer of the PALE program #SALE2022 https://t.co/TrTauBu56C",neutral,es
1.57E+18,unrelated,4,"Etapa 2: La Pobla de Benifassà – Boixar. (Distancia:37km  Desnivel: +2500m) 📌 Precio incluye: - 2 Pernoctaciones, cenas y desayunos en refugio y albergue. (Media Pensión) - Traslado de maletas. - Seguro de RC y accidentes en montaña.",es,"Stage 2: La Pobla de Benifassà – Boixar. (Distance: 37km  Elevation gain: +2500m) 📌 Price includes: - 2 nights, meals and breakfasts in refugio and hostel. (Half Board) - Luggage transfer. - RC and mountain accident insurance.",unrelated,es
1.49E+18,neutral,3,"Enviando audio del Inspector Edwin Monroy Tres capturados y 13 indocumentados remitidos a Migración en Retalhuleu y Petén Por encontrarse de manera irregular en nuestro país, Policía Nacional Civil remitió a Migración a 13 indocumentados, 12 son de Cuba y uno de Honduras. PNC https://t.co/1UwaiJoK6u",es,"The police are sending audio of Inspector Edwin Monroy. Three captured people and 13 undocumented immigrants were sent to migration in Retalhuleu and Petén. Because they were found in an irregular situation in our country, the National Civil Police sent 13 undocumented immigrants to migration, 12 of whom are from Cuba and one from Honduras.",neutral,es
1.50E+18,pro-immigration,1,"Voluntarios Médicos para ayudar a refugiados Ucranianos y quien co..ayuda a los ""pasa hambres""refugiados VZOLANOS. Al guai lo deberían maduro hijo",es,"Volunteers for doctors to help Ukrainian refugees and who also helps ""passing through hunger"" refugees VZOLANOS. What a mature son should do.",pro-immigration,es
1.58E+18,unrelated,4,"La @ViceVenezuela @delcyrodriguezv y autoridades del Gobierno Nacional recorrieron las zonas afectadas y el A/J @CeballosIchaso1 enfatizó que se  ""activaron tres refugios y un centro de acopio, para garantizar alimentos, medicinas, enseres y atención médica"". @zavarse_fabio https://t.co/nb48yxNLGv",es,"The Venezuelan government, including Vice President Delcy Rodríguez and authorities from the National Government, visited affected areas. The Assistant to the President, Ceballos Ichaso, emphasized that three shelters and a collection center were activated to ensure food, medicine, household items, and medical attention.",unrelated,es
1.54E+18,unrelated,4,@Alm_Montoya Un helipuerto chicha se presta para cargar o descargar clandestinamente lo que fuere...,es,A private airport is ready to load or unload whatever you want clandestinely...,unrelated,es
1.55E+18,pro-immigration,1,¿Conocen organizaciones o líderes que trabajen por los derechos de la población migrante en Colombia? Pueden postularlos en los premios  #CaminandoHaciaLaJusticia⬇️  *PD: se le tiene el video📽,es,Do they know organizations or leaders who work for the rights of migrant population in Colombia? Can they be nominated for the #CaminandoHaciaLaJusticia awards *PD: video is available📽,pro-immigration,es
1.56E+18,pro-immigration,1,@El_Universal_Mx En #Tapachula gobernado por @RosyUrbinaTap del Estado de #Chiapas gobernado por @RutilioEscandon los #migrantes mueren en las calles sin ser atendidas sus más básicas necesidades. @m_ebrard  @INAMI_mx  @lopezobrador_  @ONU_es  @ONU_derechos  @MexOnu https://t.co/Jw8ikgCFBu,es,"In Tapachula, governed by Rosy Urbina of Chiapas state, governed by Rutilio Escandon, migrants die on the streets without being attended to their basic needs. @m_ebrard  @INAMI_mx  @lopezobrador_  @ONU_es  @ONU_derechos  @MexOnu https://t.co/Jw8ikgCFBu",pro-immigration,es
1.54E+18,unrelated,4,"@LaPiur El último, un amigo de más de veinte años. Mucho mayor que yo, lo tenía como un padre pero el día que se me ocurrió contradecirle en un bulo sobre inmigración me gritó y hasta me amenazó.",es,"The last one, a friend from over twenty years ago. Much older than me, I had him as a father figure but when I dared to contradict him on an immigration joke he yelled at me and even threatened me.",pro-immigration,es
1.58E+18,unrelated,4,@JMPresidente23 Una amenaza tan real como los zombies que se comen cerebros y una solución tan real como refugiarse en un shopping mall.,es,A threat as real as zombies eating brains and a solution as real as taking refuge in a shopping mall.,unrelated,es
1.60E+18,unrelated,4,"Mañana iremos @NazaretRefugies junto con @Caliu_A y un servidor a hacer lo que el Ayuntamiento de Valencia y la Generalitat Valenciana no hacen,repartir comida a la gente sin hogar,personas que viven en la calle!!! Si alguno tiene mantas o ropa de abrigo que me lo diga. Thx. RT🙏",es,"Tomorrow we will go to @NazaretRefugies with @Caliu_A and a server to do what the City Council of Valencia and the Valencian Government don't do: distribute food to people without homes, homeless people!!! If anyone has blankets or warm clothing, let me know. Thanks. RT",pro-immigration,es
1.53E+18,anti-immigration,2,"Frontera Sur fuera de control señala #eaglepasscity donde siguen desafiando los inmigrantes el #riograndevalley en Eagle Pass, Texas https://t.co/DuYLjwL7wR",es,"Border South out of control signals #EaglePassCity where migrants are still being challenged by Rio Grande Valley in Eagle Pass, Texas https://t.co/DuYLjwL7wR",anti-immigration,es
1.54E+18,unrelated,4,A @PauLa_atras migrando,es,A person is moving backwards.,unrelated,es
1.49E+18,unrelated,4,"@amcquito @MunicipioQuito @santiguarderas cuántas veces se ha solicitado intervención de las autoridades en los barrios altos de Quito, construcciones sin permiso, actividades clandestinas, etc. Esperan que exista un desgracia para actuar. 1/2",es,"How many times has there been a request for intervention by authorities in the high neighborhoods of Quito, unauthorized constructions, clandestine activities, etc.? They hope that there will be an accident so they can act. 1/2",unrelated,es
1.56E+18,unrelated,4,"😰 #Metrópolis | El gobernador Miguel Barbosa Huerta reveló tres de las viviendas que reconstruyeron tras la explosión de San Pablo #Xochimehuacan, no serán entregadas debido a que le corresponden a supuestos responsables de la toma clandestina que generó el siniestro https://t.co/NaNZDN5QEi",es,"The governor of Metropolis, Miguel Barbosa Huerta, revealed three of the homes that were rebuilt after the explosion at San Pablo #Xochimehuacan, will not be handed over because they belong to suspected individuals who took the building illegally, which caused the disaster.",unrelated,es
1.51E+18,pro-immigration,1,El sueño inmigrante si puede ser real!,es,The immigrant dream can be real!,pro-immigration,es
1.49E+18,pro-immigration,1,"Una sociedad libre es aquella que no excluye a nadie. Por eso, lanzamos recogida de firmas por la inclusión de las personas #TransMigrantes en la normativa estatal 👇🏽",es,A free society is one that excludes no one. That's why we're launching a petition for the inclusion of trans migrants in state legislation.,pro-immigration,es
1.50E+18,neutral,3,"@josecamachoov @RalburquerqueR Él lo sabe,  y sabe también que son refugiados de Guerras",es,"He knows it, and he also knows they are refugees from wars.",neutral,es
1.53E+18,unrelated,4,El presidente de #EEUU adelanta que la Declaración de Migración de Los Ángeles que se presentará el viernes supone una “muestra del compromiso” de los países de la región.,es,"The U.S. president says that the Los Angeles Migration Declaration to be presented on Friday represents a ""show of commitment"" by countries in the region.",neutral,es
1.58E+18,anti-immigration,2,"La situación de migración en nuestro país, bueno en todos, está bien preocupante! 🙂 soy yo o siento que todo se está saliendo de control.",es,The situation of migration in our country is very concerning! 🙂 I am one of them and feel like everything is getting out of control.,neutral,es
1.50E+18,anti-immigration,2,🇷🇺💥🇺🇦 La crisis de refugiados que va a tener la #UE va a ser de aúpa...,es,Russia is going to be in a difficult situation...,anti-immigration,es
1.50E+18,unrelated,4,"Entro a Twitter, leo, leo y leo. Cómo aún hay quienes no se dan cuenta que YA SOMOS VENEZUELA? Inflación imparable, inseguridad, saqueo de la caja de PAMI y Ezeiza llena de familias enteran que emigran. Perdón hijos, perdón no haber podido frenar al peronismo a tiempo.",es,"I'm entering Twitter, I read, I read and I read. How there are still people who don't realize that WE ARE ALREADY VENEZUELA? Uncontrollable inflation, insecurity, robbery of PAMI's cash box and Ezeiza is full of families who know they're emigrating. Forgive my children, forgive me for not being able to stop Peronism in time.",unrelated,es
1.60E+18,neutral,3,"Que nuestros servicios lleguen a todos los guanajuatenses fuera y dentro del estado, es nuestra prioridad. 📄🙋🏽‍♀️🙋🏽‍♂️ Nuestra titular, @LibiaGarciaML se reunió con líderes migrantes para darles a conocer todos los servicios que @gobiernogto tiene para ellos y cómo solicitarlos. https://t.co/h6fQIga7Qr",es,"Our services should reach all Guanajuatenses inside and outside the state, it's our priority. Our titular, @LibiaGarciaML met with migrant leaders to inform them of all the services that @gobiernogto has for them and how to request them. https://t.co/h6fQIga7Qr",pro-immigration,es
1.56E+18,unrelated,4,La misión diplomática holandesa se retira de la Zona Verde y busca refugio en la legación alemana.,es,The Dutch diplomatic mission is withdrawing from the Green Zone and seeking refuge in the German embassy.,unrelated,es
1.58E+18,neutral,3,"Al menos 13.000 migrantes venezolanos están varados en Tapanatepec, México (+video) https://t.co/fiFye3ebga",es,"At least 13,000 Venezuelan migrants are stranded in Tapanatepec, Mexico (+video) https://t.co/fiFye3ebga",neutral,es
1.56E+18,unrelated,4,"@2Viejis39 @OJOVENE @Luis__Crespo_ @AnarkistaVeneco @Sacrvmsanto @HUS07777781 @Perreneitor @AquiJodio57 @Yaari97369910 @MirafloresEl @IIuminat @1961Tokio @MarioNolio @Samurai29464219 @saintmayo1981 @HayateRulz @VENEZUELAIndep1 @Cristia40129264 @CarpinteroAlejo @CatalinoMeltro2 @Tropatriunfante @urbimaria37 @Klobo91 @Dante110624 @criszzuela @DashMachi @ErikZelada2 @TokugawaXXIII @CleoGKlein @GoldAbrahama @antoniovaldez6 @AlfieSolomom @Spetsnaz2022 @josemigrante @alejoZuluagaSi1 @Gabriel71872331 @kryptpublicidad @DukeShelby1 @HerneyCruz2 @manoantonio_2 @antoniocarriza3 @DrJete @ProfdeCaliches @yaruabella @JohnnyDogsX @HoyEliDenuncio @SUCIALISM0 @marthadiazc @ElisandroSolor2 Claro que lo lograremos, lastima que para el 2076 yo ya no esté en este plano para ver los 193 países del mundo levantando la bandera del COMUNISMO incluyendo el Vaticano.  Dios mío no lo verán mis hijos pero lo veré por los ojos de mis hijos y nietos Cómo lo diría el poeta AEB",es,"We will definitely achieve it, unfortunately that I won't be here to see the 193 countries of the world raising the flag of COMMUNISM including the Vatican in 2076. My children but they won't see it, but I'll see it through my children and grandchildren's eyes. How would the poet AEB say it?",unrelated,es
1.51E+18,unrelated,4,Con toda su parentela asilada en el sol naciente.,es,With all her asylum-seeking relatives in the rising sun.,neutral,es
1.61E+18,unrelated,4,Hoy hemos ido al refugio de @ProtectoraASS con mi hija. Necesitaban refuerzos y hemos ido a pasear perros. Son un gran equipo. Abrazos. 🤗🤗😍😍 https://t.co/tjeOao9aSh,es,Today we went to the shelter of @ProtectoraASS with my daughter. They needed reinforcements and we went for a dog walk. They are a great team. Hugs.,unrelated,es
1.59E+18,unrelated,4,"I'm at GEIQ Aviation Campus Phase 2 in Ampliación El Refugio, Querétaro https://t.co/e7m9eeXGzB",es,"I'm at GEIQ Aviation Campus Phase 2 in Ampliación El Refugio, Querétaro",unrelated,es
1.58E+18,neutral,3,@Lemos9988 Días antes del referéndum ya habían parado de tramitar formas de inmigración para menores,es,"Days before the referendum, immigration forms for minors had already stopped being processed.",neutral,es
1.57E+18,neutral,3,"@medicenstitch7 También hay mucha migración interna, obviamente mayor a la cantidad de gente que está regresando.",es,"There is also a lot of internal migration, obviously more than the amount of people returning.",neutral,es
1.50E+18,unrelated,4,@JosAndrsMurillo Sería bueno revisaras la historia Los únicos que nos han llevado al límite con sus atrocidades invasiones don los EEUU y su consorte la OTAN,es,It would be good for you to review the history. The only ones who have brought us to the limit with their atrocities and invasions in the US and its NATO partner.,unrelated,es
1.50E+18,unrelated,4,"Las fotos de rubias ojiazules que se pasean por redes sociales tipo ""yo a esta le daba refugio"" No hacía presagiar algo así. Porque ""not all man"" pero sólo hace falta darse una vuelta por aquí para verlo.",es,"The photos of blonde girls walking around social media that say ""I used to find refuge in this"" Don't suggest anything like that. Because ""not all men"", but only needs to take a look around here to see it.",unrelated,es
1.52E+18,unrelated,4,@Caro_isa_V @DiaztabitaE @iritas1117 @ossabulliciosa @XimenaAG70 @jrdevices @RefugioCaridad @jrr7878 Es una tortola? Como está ahora?,es,Is it a turtle? How is she now?,unrelated,es
1.59E+18,pro-immigration,1,"@joaodiniz5956, Líder Regional de @WorldVision en Latinoamérica y El Caribe relata la situación dramática que viven los migrantes al cruzar el Darién.",es,"@joaodiniz5956, Regional Leader of @WorldVision in Latin America and the Caribbean reports on the dramatic situation that migrants face when crossing the Darien.",pro-immigration,es
1.58E+18,unrelated,4,@mauricio_weibel La izquierda es el refugio intelectual de los resentidos sociales,es,The left is the intellectual refuge of resentful social individuals.,unrelated,es
