text,newId,message_id,label,catCode,plaintext,lang,translation,__index_level_0__,label_llama
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""शशि थरूर एक विदेशी मानसिकता वाला सभ्य अपराधी हैं ...""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.49E+18,1.49E+18,unrelated,4,शशि थरूर एक विदेशी मानसिकता वाला सभ्य अपराधी हैं ...,hi, Shashi Tharoor is a foreign-minded polite criminal...,84,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""जो बेईमानी से सत्ता में आये हो जनता का क्या कलयण करेंगें विदेशी मीडिया ने ईवीएम की पोल खोल दी""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.53E+18,1.53E+18,unrelated,4,जो बेईमानी से सत्ता में आये हो जनता का क्या कलयण करेंगें विदेशी मीडिया ने ईवीएम की पोल खोल दी,hi, What will the people do if those who came to power through corruption? Foreign media has opened the Pandora's box of EVM.,45,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""खेल एवं युवा कल्याण, तकनीकी शिक्षा, कौशल विकास एवं रोजगार मंत्री श्रीमंत यशोधरा राजे सिंधिया एक दिवसीय प्रवास के दौरान 22 अक्टूबर को शिवपुरी आएंगी। Yashodhara Raje Sindhiya https://t.co/Cil3So9sJO""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.58E+18,1.58E+18,unrelated,4,"खेल एवं युवा कल्याण, तकनीकी शिक्षा, कौशल विकास एवं रोजगार मंत्री श्रीमंत यशोधरा राजे सिंधिया एक दिवसीय प्रवास के दौरान 22 अक्टूबर को शिवपुरी आएंगी। Yashodhara Raje Sindhiya https://t.co/Cil3So9sJO",hi," The Minister of Sports and Youth Welfare, Technical Education, Skill Development and Employment, Shri Yashodhara Raje Sindhiya, will visit Shivpuri on 22 October.",17,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""12 जुलाई अभाविप कुशीनगर जिले के छितौनी इकाई की बैठक में आगामी कार्यक्रम व कार्यकारिणी गठन के विषय पर चर्चा हुई, जिसमे मुख्य रूप से जिला संगठन मंत्री अमन जी, प्रवासी कार्यकर्ता अभिषेक जी, तहसील संयोजक राहुल जी, नगर अध्यक्ष अनुपमा मैम जी और नगर के कार्यकर्ताओं के साथ उपस्थित रहा..! https://t.co/ivdV4AeIAQ""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.55E+18,1.55E+18,unrelated,4,"12 जुलाई अभाविप कुशीनगर जिले के छितौनी इकाई की बैठक में आगामी कार्यक्रम व कार्यकारिणी गठन के विषय पर चर्चा हुई, जिसमे मुख्य रूप से जिला संगठन मंत्री अमन जी, प्रवासी कार्यकर्ता अभिषेक जी, तहसील संयोजक राहुल जी, नगर अध्यक्ष अनुपमा मैम जी और नगर के कार्यकर्ताओं के साथ उपस्थित रहा..! https://t.co/ivdV4AeIAQ",hi," 12 July Avip Kishanagar district's Chitnauni unit meeting was held, where a discussion was held on the upcoming program and the formation of the committee, with the main organizer Minister of the district organization Amn Ji, Overseas worker Abhishek Ji, Tehsil Coordinator Rahul Ji, Municipal Chairman Anupma Ma'am and the workers of the city were present.",76,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""आश्रम नाम पवित्र है। The Real Ashram #AsharamjiBapuAshram  जैसे Spiritual Hub में करोड़ों लोग की श्रद्धा  है, वहाँ जाकर शांति पाते हैं। इससे धर्मांतरण कराने वाली मिशनरी व विदेशी प्रोडक्ट बेचने वाली कंपनियों को नुकसान हो रहा है। इसलिए इन्हें बदनाम किया जा रहा है। Jha Vs Reality https://t.co/Mx4rWsek58""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.54E+18,1.54E+18,unrelated,4,"आश्रम नाम पवित्र है। The Real Ashram #AsharamjiBapuAshram  जैसे Spiritual Hub में करोड़ों लोग की श्रद्धा  है, वहाँ जाकर शांति पाते हैं। इससे धर्मांतरण कराने वाली मिशनरी व विदेशी प्रोडक्ट बेचने वाली कंपनियों को नुकसान हो रहा है। इसलिए इन्हें बदनाम किया जा रहा है। Jha Vs Reality https://t.co/Mx4rWsek58",hi," The name ""Ashram"" is sacred.
The Real Ashram #AsharamjiBapuAshram 
Such a spiritual hub attracts millions of devotees, where people find peace.
This is causing harm to missionaries who try to convert people and foreign product-selling companies.
As a result, they are being defamed.
Jha Vs Reality",42,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""जिन महान संत ने बताई सिखाई#सुखी_एवं_सम्मानित_जीवन_की_कुंजियां आज उन्हीं के पीछे पड़ी है ,न्यायपालिका ,पूरी शासन व्यवस्था और विदेशी शक्तियां.""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.50E+18,1.50E+18,unrelated,4,"जिन महान संत ने बताई सिखाई#सुखी_एवं_सम्मानित_जीवन_की_कुंजियां आज उन्हीं के पीछे पड़ी है ,न्यायपालिका ,पूरी शासन व्यवस्था और विदेशी शक्तियां.",hi, The secrets of a happy and dignified life are hidden behind the great saints.,58,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""दो दिन पहले जो अक्षय कुमार को विदेशी कह रहे थे आज उन्होंने #NadavLapid को अपना बाप बना लिया ! पता है क्यों ? क्योंकि वो लेफ़्टी-लिब्रु जोकर इनके प्रॉपगैंडा में फिट बैठ रहा है  #KashmirFiles""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.60E+18,1.60E+18,unrelated,4,दो दिन पहले जो अक्षय कुमार को विदेशी कह रहे थे आज उन्होंने #NadavLapid को अपना बाप बना लिया ! पता है क्यों ? क्योंकि वो लेफ़्टी-लिब्रु जोकर इनके प्रॉपगैंडा में फिट बैठ रहा है  #KashmirFiles,hi," Two days ago they were calling Akshay Kumar foreign, but he has now made #NadavLapid his father!
Why is that?
Because he fits into their propaganda as Left-liberal joker",79,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""सत्य सनातन संस्कृति में नारी की सुंदरता को शतगुणित करने के लिए अनगिनत सुंदर आभूषण उपलब्ध होते हुए भी न जाने कौन हमारी युवा पीढ़ी, नारी शक्ति एवं बच्चियों को विदेशी फूहड़ता का पाठ पढ़ा गया, जहां अत्याधुनिक होने के चक्कर में इसके प्रति उदासीन ही रहे।🧏💇🧑‍🍼🚩 https://t.co/YyKFJTIYHa""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [2]. <|eot_id|>",1.59E+18,1.59E+18,anti-immigration,2,"सत्य सनातन संस्कृति में नारी की सुंदरता को शतगुणित करने के लिए अनगिनत सुंदर आभूषण उपलब्ध होते हुए भी न जाने कौन हमारी युवा पीढ़ी, नारी शक्ति एवं बच्चियों को विदेशी फूहड़ता का पाठ पढ़ा गया, जहां अत्याधुनिक होने के चक्कर में इसके प्रति उदासीन ही रहे।🧏💇🧑‍🍼🚩 https://t.co/YyKFJTIYHa",hi," Despite the numerous beautiful ornaments available in the Hindu culture to beautify a woman, our youth, women's strength and children are being taught to be indifferent to the foolishness of foreignness.",56,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Sant Shri Asharamji Bapu ने बताया जिसने भी गीत अनुवाद अपनी भाषा मे किया उसने अपनाया हिन्दू धर्म, गीता महिमा विदेशी तक समझ गए, हिन्दू कब समझेंगे ? कब संत को न्याय दिलाने हेतु जगेंगे ? Gita Teaches Us अभयं सत्वसंशुद्धिः #GitaSaysFightForTruth https://t.co/CPtJ8vbaSG""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.60E+18,1.60E+18,unrelated,4,"Sant Shri Asharamji Bapu ने बताया जिसने भी गीत अनुवाद अपनी भाषा मे किया उसने अपनाया हिन्दू धर्म, गीता महिमा विदेशी तक समझ गए, हिन्दू कब समझेंगे ? कब संत को न्याय दिलाने हेतु जगेंगे ? Gita Teaches Us अभयं सत्वसंशुद्धिः #GitaSaysFightForTruth https://t.co/CPtJ8vbaSG",hi," Sants Shri Asharamji Bapu said that whoever translates the Gita into their own language, they will gain understanding of the Hindu religion, the glory of the Gita, and will be able to understand the foreigners.",73,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""Sant Shri Asharamji Bapu ने स्वदेशी का प्रचार प्रसार किया इसलिए Hindustan Liver जैसे विदेशी कंपनीज के ग्रुप को अरबो खरबो का नुकसान हुआ बौखलाकर षडयंत्र करके निर्दोष Bapuji को फसाया। ~ Dhananjay Desai Ji #PressConference https://t.co/DA4cKTWHIN""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.49E+18,1.49E+18,unrelated,4,Sant Shri Asharamji Bapu ने स्वदेशी का प्रचार प्रसार किया इसलिए Hindustan Liver जैसे विदेशी कंपनीज के ग्रुप को अरबो खरबो का नुकसान हुआ बौखलाकर षडयंत्र करके निर्दोष Bapuji को फसाया। ~ Dhananjay Desai Ji #PressConference https://t.co/DA4cKTWHIN,hi," Sant Shri Asharamji Bapu propagated the local culture, so the Hindustan Liver group of foreign companies suffered losses of crores, and Bapuji was framed with a conspiracy to ruin him, an innocent man. ~ Dhananjay Desai Ji #PressConference",26,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""पश्चिम में प्रवासी भारतीयों में मोदी के प्रति दीवानगी के कारण भारत लाइमलाइट में आया https://t.co/VqB7kO0o2V https://t.co/i8L5u5Nz4T""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.59E+18,1.59E+18,unrelated,4,पश्चिम में प्रवासी भारतीयों में मोदी के प्रति दीवानगी के कारण भारत लाइमलाइट में आया https://t.co/VqB7kO0o2V https://t.co/i8L5u5Nz4T,hi, The Indians in the West are going crazy for Modi due to his cause in India.,39,unrelated
"<|begin_of_text|><|start_header_id|>system<|end_header_id|>You are an expert on migration. Answer the question truthfully.<|eot_id|><|start_header_id|>user<|end_header_id|>The next text is a tweet probably about migration:""@vatsala_singh98 @RajeshP29807732 @IndiaTales7 @VertigoWarrior @BattaKashmiri @TheViralFever @uptourismgov @KarnatakaWorld @tourismgoi @Voice_For_India @desi_thug1 जय मारुति नंदन।🌹🙏""
Analyze carefully the tweet and assign it to the most relevant category among those listed below. Do not explain your answer and return only a number.
Category numbers: 1 = 'pro-immigration'; 2 = 'anti-immigration'; 3 = 'neutral'; 4 = 'unrelated'.<|eot_id|><|start_header_id|>assistant<|end_header_id|>Answer = [4]. <|eot_id|>",1.49E+18,1.49E+18,unrelated,4,@vatsala_singh98 @RajeshP29807732 @IndiaTales7 @VertigoWarrior @BattaKashmiri @TheViralFever @uptourismgov @KarnatakaWorld @tourismgoi @Voice_For_India @desi_thug1 जय मारुति नंदन।🌹🙏,hi, Hello Maruti Nandan.,19,unrelated
